ts_datetime,ts_frc,ts_wattemp,ts_cond,hh_datetime,hh_frc
2021-05-26T07:42:00,0.75,20,516,2021-05-26T14:41:00,0.56
2021-05-26T07:52:00,0.21,18.3,358,2021-05-26T13:57:00,0.11
2021-05-26T07:57:00,0.6,19.8,509,2021-05-26T14:58:00,0.43
2021-05-26T08:01:00,0.59,23.4,384,2021-05-26T13:27:00,0.22
2021-05-26T08:15:00,0.38,21.2,356,2021-05-26T14:23:00,0.15
2021-05-26T08:19:00,0.51,22.3,348,2021-05-26T13:37:00,0.27
2021-05-26T08:35:00,0.52,22.5,363,2021-05-26T14:41:00,0.02
2021-05-27T06:57:00,0.59,23.2,511,2021-05-27T13:23:00,0.03
2021-05-27T07:07:00,0.98,22.1,638,2021-05-27T13:33:00,0.13
2021-05-27T07:26:00,0.94,23.1,524,2021-05-27T12:33:00,0.53
2021-05-27T07:30:00,0.22,22.2,486,2021-05-27T13:46:00,0.06
2021-05-27T07:38:00,0.61,23.6,526,2021-05-27T13:43:00,0.12
2021-05-27T07:40:00,0.86,20.1,511,2021-05-27T14:03:00,0.19
2021-05-27T07:50:00,0.82,22.3,515,2021-05-27T12:52:00,0.66
2021-05-27T07:51:00,0.31,21.2,509,2021-05-27T14:15:00,0.04
2021-05-27T07:58:00,0.33,23.2,526,2021-05-27T13:46:00,0.13
2021-05-27T08:07:00,0.45,21.2,509,2021-05-27T14:25:00,0.03
2021-05-27T08:18:00,0.74,22.8,512,2021-05-27T13:53:00,0.42
2021-05-27T08:32:00,0.06,23.2,360,2021-05-27T14:35:00,0.02
2021-05-27T08:51:00,0.06,23.4,362,2021-05-27T15:00:00,0.04
2021-05-27T09:04:00,0.12,23.6,360,2021-05-27T15:10:00,0.06
2021-05-28T06:40:00,0.58,22.7,551,2021-05-28T13:36:00,0.1
2021-05-28T07:11:00,1.36,21.7,363,2021-05-28T13:48:00,0.13
2021-05-28T07:20:00,0.28,20.5,508,2021-05-28T13:58:00,0.02
2021-05-28T07:32:00,0.6,22.9,495,2021-05-28T13:50:00,0.26
2021-05-28T07:36:00,0.48,21.2,503,2021-05-28T14:05:00,0.18
2021-05-28T07:57:00,0.51,21.9,492,2021-05-28T13:58:00,0.26
2021-05-28T07:57:00,0.58,20.3,356,2021-05-28T14:15:00,0.33
2021-05-28T08:03:00,0.57,22.3,522,2021-05-28T14:33:00,0.19
2021-05-28T08:18:00,0.92,22.3,484,2021-05-28T14:24:00,0.27
2021-05-28T08:30:00,0.58,23.8,523,2021-05-28T14:34:00,0.09
2021-05-28T08:34:00,0.5,23.5,486,2021-05-28T14:46:00,0.23
2021-05-28T08:38:00,0.72,23.8,512,2021-05-28T14:40:00,0.37
2021-05-28T09:19:00,0.61,25.2,521,2021-05-28T14:48:00,0.54
2021-05-31T06:32:00,0.33,23,401,2021-05-31T13:13:00,0.14
2021-05-31T06:46:00,0.54,22.6,414,2021-05-31T13:25:00,0.27
2021-05-31T06:53:00,0.68,21.5,485,2021-05-31T13:50:00,0.21
2021-05-31T06:58:00,0.69,22.6,428,2021-05-31T13:34:00,0.37
2021-05-31T07:01:00,0.47,22.2,509,2021-05-31T14:01:00,0.19
2021-05-31T07:04:00,0.49,23.5,514,2021-05-31T14:27:00,0.18
2021-05-31T07:11:00,0.56,22.7,425,2021-05-31T13:45:00,0.28
2021-05-31T07:15:00,0.41,22.4,429,2021-05-31T14:16:00,0.26
2021-05-31T07:18:00,0.38,22.1,511,2021-05-31T14:12:00,0.09
2021-05-31T07:18:00,0.46,24.1,527,2021-05-31T14:45:00,0.01
2021-05-31T07:26:00,0.45,22.8,419,2021-05-31T13:53:00,0.28
2021-05-31T07:26:00,0.65,21.7,420,2021-05-31T14:21:00,0.26
2021-05-31T07:28:00,0.51,22.8,522,2021-05-31T15:05:00,0.09
2021-05-31T07:32:00,0.55,22.5,534,2021-05-31T14:24:00,0.22
2021-05-31T07:39:00,0.52,22.2,416,2021-05-31T14:25:00,0.22
2021-05-31T07:40:00,0.48,23.2,508,2021-05-31T15:19:00,0.17
2021-05-31T07:41:00,0.73,23.2,422,2021-05-31T14:03:00,0.1
2021-05-31T07:50:00,0.49,22.3,548,2021-05-31T14:32:00,0.19
2021-05-31T07:51:00,0.52,23.3,515,2021-05-31T15:33:00,0.21
2021-05-31T07:51:00,0.48,21.8,419,2021-05-31T14:33:00,0.11
2021-05-31T08:10:00,0.38,22.7,417,2021-05-31T14:18:00,0.13
